inn,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,equity,region,industry,company_age,authorized_capital,is_bankrupt
0000000753,4661081.034461456,-2316827.8788648234,7327247.215192825,8437510.74219671,1772579.5836290761,4543180.5337354895,-1110263.5270038862,Moscow_region,Services,11,144431.7331716343,1
0000000754,980262.0477342452,27228.55536080175,935931.1348789963,814994.6215161661,432757.46512212756,591316.7500549128,120936.51336283016,Novosibirsk,IT,10,49643.86350010189,1
0000000755,36929701.24550131,4071361.4067819784,61247079.410268284,26934763.88545602,27645830.619290113,14073181.025533887,34312315.524812266,Novosibirsk,Trade,4,925348.3681325113,0
0000000756,40860053.88085029,9310525.183626935,73486570.45610368,31306235.073874854,44158461.71016517,18421050.20402894,42180335.38222883,Novosibirsk,Construction,20,897229.2008362822,0
0000000757,35809425.610312976,6513184.8212722745,73830143.1797281,23110041.60327452,37904948.114566654,7646739.387058456,50720101.57645358,Ekaterinburg,Trade,17,371812.40900378185,0
0000000758,46225284.997699104,4435836.9751932025,109729167.25153942,49622129.32531835,68567543.63453595,21397274.13740478,60107037.92622107,Novosibirsk,Trade,12,482726.61045825924,0
0000000759,1505397.1613144528,-509580.22769331804,1474261.738995545,1660335.9921859554,516123.35209506744,1281049.3974850464,-186074.25319041032,Novosibirsk,Trade,11,114297.17965487414,1
0000000760,32787068.294216625,6407453.456915477,16452293.38553315,9455813.673546812,7392963.263004454,3499352.0212018793,6996479.711986339,Ekaterinburg,Trade,3,85929.12972443354,0
0000000761,1659924.9084664534,-481915.25227774755,3293641.842961276,2713330.2897483143,1159154.1431048657,2273122.126679486,580311.5532129616,Moscow,Services,10,52387.103504617604,1
0000000762,21859651.932458296,2098169.7086055446,39125819.26760956,11792424.163685448,26690115.44426358,6742709.910601262,27333395.10392411,SPB,Trade,13,649482.4669264464,0
0000000763,3604808.704295297,-698601.9442125885,6319442.528374279,7360833.240690819,1613138.625530728,4966678.171793051,-1041390.7123165401,Novosibirsk,Manufacturing,4,28060.74199818724,1
0000000764,275254.5907731827,-57659.05607659655,392290.98746480874,315297.886587809,185065.2573990487,263406.06040382467,76993.10087699973,Moscow_region,Manufacturing,14,175128.82305769844,1
0000000765,745544.6181966243,-93841.13103849627,1291415.1479656307,1051516.4305853536,593958.2714079185,539774.171984803,239898.7173802771,SPB,Trade,13,12591.570708817404,1
0000000766,41909343.36289588,6389501.514253149,35124345.48333968,15047151.1843994,18347721.108497433,7500016.944470286,20077194.298940282,SPB,Manufacturing,13,236854.13031965247,0
0000000767,31549290.831480924,3573748.4894944998,92529709.22055326,25675774.795868248,46611708.803493224,10459087.139352245,66853934.424685016,Moscow_region,Trade,9,619719.1927376952,0
0000000768,30737574.134084094,6892991.277484385,16555828.204858022,6196742.902912445,7736240.936941985,2581499.187085218,10359085.301945576,Moscow_region,Manufacturing,8,101345.24598224025,0
0000000769,4450306.437645514,-1968978.6777561526,7558852.05401505,6085054.81127581,2405416.4096011496,3813144.673361179,1473797.2427392397,Moscow,Services,14,38594.14463379126,1
0000000770,2263516.650856595,-520976.7264282693,3945094.2506426983,4154298.879788948,1369485.51030467,2505367.3369339923,-209204.62914624996,Moscow,Services,4,87512.89441908803,1
0000000771,3819079.2362045655,-904149.1404528504,1435683.801893065,1227193.2987789707,413033.18513344537,1011740.9826943038,208490.50311409426,Moscow_region,Services,12,103521.0748246187,1
0000000772,341568.3458049327,-170343.1703813169,244617.51278805692,254473.5306693358,57822.557538217676,138816.5282598092,-9856.01788127888,Novosibirsk,IT,4,30534.723796613776,1
0000000773,16048436.044923851,2835643.4831080553,12269043.77683259,5538462.447574343,5257433.372667663,1819307.897418295,6730581.329258247,Ekaterinburg,IT,6,780788.0312795073,0
0000000774,13494175.911193933,1003667.6894575343,23943966.787433498,10394180.143563505,12158786.971275365,4600544.377774455,13549786.643869992,Moscow,Trade,18,658955.7544546662,0
0000000775,19379736.090204608,1514986.0781028797,39967981.39940531,19646189.46620717,27161193.788459346,7537488.049900872,20321791.93319814,SPB,Services,6,212828.39670851483,0
0000000776,4577448.516188613,-73416.50660947477,9152883.700416133,7523963.344211462,3926516.488987032,5526981.621694573,1628920.3562046709,Novosibirsk,Construction,8,34505.992506161405,1
0000000777,1794837.9450092826,336830.331440835,3608210.413539714,2072289.954736344,1696586.259602505,674149.8754379818,1535920.4588033701,Moscow_region,Manufacturing,23,203555.80909536223,0
0000000778,853371.6293042987,5930.649673604639,1354895.9053286528,1444119.3726900485,559238.9905784699,837785.5330516767,-89223.46736139571,Moscow_region,IT,13,153218.3142064189,1
0000000779,16492017.886084683,3591866.1607555966,20519109.547478583,9518926.875055756,9050869.786679313,4817147.640553292,11000182.672422826,SPB,Manufacturing,23,310311.1913662702,0
0000000780,14021401.208312284,1288620.6814036923,22971568.311020277,12941607.73710145,9908650.344449285,6678909.802333519,10029960.573918827,Moscow,Manufacturing,12,378076.7790300137,0
0000000781,20529928.907784916,1282905.1205795477,52406665.452753395,12417148.085577525,31559409.59395216,3935553.3377427678,39989517.36717587,Ekaterinburg,IT,16,475762.30467025255,0
0000000782,34015148.77659318,6954331.013987092,57248616.775593124,25595328.134150457,30736655.09154035,14543967.033665067,31653288.641442668,Novosibirsk,Manufacturing,12,287361.10627441306,0
0000000783,11889182.346945014,1560056.0217151335,30502213.770487458,8877761.261569992,16999826.367304895,4810228.723108039,21624452.508917466,SPB,Trade,14,660099.1551525625,0
0000000784,39822019.142096385,2779327.0402745097,46928397.34521829,25437245.360697985,23649133.449669976,15056651.59901275,21491151.98452031,SPB,Manufacturing,19,484091.9074033365,0
0000000785,601094.9768858686,-54537.541320633754,1003737.1681002976,838817.2234285286,342758.7489943074,657964.1840941571,164919.94467176893,Moscow,Trade,6,34189.25696187775,1
0000000786,3496529.8652438456,-207154.2038242151,3412541.3848098023,2962619.5197913228,922564.1901290375,2050900.6522266835,449921.8650184795,Novosibirsk,IT,12,173413.96860806062,1
0000000787,20138016.2231851,4785009.555377322,17778585.8588568,3625742.2213366306,8381279.86282738,1979956.3994955802,14152843.63752017,SPB,Services,22,592131.3500317496,0
0000000788,36769809.06295867,6882398.388296458,94982969.37674162,28493332.37955334,55361636.08356299,13550244.571959993,66489636.99718828,Moscow,Services,17,934474.6933263142,0
0000000789,11083159.927805275,788042.9199163453,24468003.323028028,11360272.684689753,16765033.286823593,5894885.530756278,13107730.638338275,Ekaterinburg,IT,12,268217.19959402765,0
0000000790,4882783.829115342,-1011871.9875767257,8979669.481092444,6658598.936392689,2310608.6866432005,4503223.627239616,2321070.5446997546,SPB,Manufacturing,1,57037.25654693908,1
0000000791,1992164.0011097237,49641.33249609021,3681704.5981457923,4348646.765104892,1208977.5643727088,2517820.5269078123,-666942.1669590995,SPB,Services,10,156378.23954304232,1
0000000792,24395055.180100776,2834784.7421827423,57346862.58063941,18643711.09855976,37163183.1954605,8920755.618140822,38703151.48207965,Ekaterinburg,Construction,18,325488.02301193477,0
0000000793,32919584.676082417,3511180.0421762234,16479785.589760404,4132708.723584036,11207648.61091181,2315169.8421291476,12347076.866176369,Novosibirsk,Manufacturing,21,544173.7889457741,0
0000000794,2428955.661733953,-158291.07976334612,1280116.112198105,1094868.5993811556,492483.47495421616,850034.6815410949,185247.51281694951,SPB,Construction,11,64697.10563362047,1
0000000795,3259794.6128056613,-959467.4341340457,6247723.326882543,4442764.8451310815,1818819.4432077399,3858220.476027431,1804958.4817514615,SPB,Construction,9,55904.46778760758,1
0000000796,44834819.519367255,3188637.9814417027,101612491.92667153,40626653.73591073,67163709.96141984,13726061.400661614,60985838.190760806,Ekaterinburg,Services,16,794125.587816923,0
0000000797,21321196.72550156,3116909.9641639795,30719144.061321873,10606572.417441962,12769352.243144156,5363336.232417808,20112571.643879913,Moscow,IT,5,987361.9562764026,0
0000000798,1074569.3443962852,-395256.93924892286,1526850.762297936,1763304.091599915,755359.2825714188,1021327.5571831622,-236453.32930197893,Moscow,Trade,11,17661.795546980633,1
0000000799,11578995.259793228,1367342.893531672,34476058.02770352,14115071.75343396,15907742.191992102,5652317.014029092,20360986.274269566,Moscow,Manufacturing,12,68739.45914001671,0
0000000800,10760484.86621191,1351079.6445466252,13899435.483821446,6545544.170844824,6767285.029768965,3097089.1819362394,7353891.312976622,Moscow_region,Services,13,699412.8039607756,0
0000000801,643509.131286552,-177970.81408235116,1036542.1334882367,951146.9819443183,501741.08627251524,653471.8178342069,85395.15154391841,Novosibirsk,Construction,7,39955.59509141251,1
0000000802,3684861.2685453948,-1098645.1420995751,1770256.03617618,1848718.2556002745,873791.695680332,1461673.8829583742,-78462.21942409454,SPB,Construction,13,175542.62774301987,1
0000000803,1814487.7718722534,-357046.6208581198,1653403.618188152,1261383.5517772483,623001.6458584351,895653.3890040261,392020.0664109038,Moscow,Construction,8,95855.11848393279,1
0000000804,574894.9026282748,-114167.33040587764,859269.6032320014,942061.6927453422,334028.40430020343,528556.2099321461,-82792.08951334073,SPB,Construction,1,72333.24005227498,1
0000000805,34374268.1975357,4193069.731661681,74575509.3732741,16126088.3876286,38572384.608273074,8663820.05714065,58449420.9856455,Novosibirsk,Trade,20,244026.6895413712,0
0000000806,606552.2352896035,-243006.36752581177,316040.7878054541,273004.7178892865,83135.39852459036,190850.82334193692,43036.06991616759,Novosibirsk,Services,11,154096.6978764986,1
0000000807,33027382.53353303,4062988.439509261,67003877.311875075,32055496.66201916,33685701.19536503,10654885.96711784,34948380.64985591,Ekaterinburg,Trade,9,177072.66032315206,0
0000000808,901373.8654382825,-434004.89303103095,486639.49321748724,488780.21065925434,123503.68736232344,288529.5146482261,-2140.717441767105,SPB,Services,7,175975.55948314688,1
0000000809,2262244.2500753365,-1108778.3343308398,965226.7435160507,921981.072632089,473763.9921891686,716640.9672335449,43245.67088396172,Ekaterinburg,Construction,12,27726.592540581267,1
0000000810,4167943.5590408994,107837.49957830552,6197996.357434993,4982478.2524292,1277308.4668402725,3446710.642426805,1215518.1050057923,Ekaterinburg,IT,14,144648.57679344632,1
0000000811,3844852.8027182925,177765.83493674523,6109911.144069301,6701449.566925909,2351938.5857457235,5993569.173853781,-591538.4228566084,SPB,Services,10,15542.427029074148,1
0000000812,15284271.790683711,3414326.094558249,36175705.080995,19647250.41882277,19842187.512903403,6665906.855102276,16528454.662172232,Ekaterinburg,Construction,10,566362.664246322,0
0000000813,717109.1411327529,-2363.8578647830873,1268703.7727181518,1182801.5938946563,537055.579271203,884473.04520425,85902.17882349552,SPB,Manufacturing,14,34075.419694505385,1
0000000814,14587491.829527963,1225319.593175952,19523105.44484603,8652322.893961187,11181576.793671478,3020415.173094511,10870782.550884843,SPB,Construction,15,220807.92282032163,0
0000000815,320935.3944264106,-31396.592792656884,572027.1156833789,428464.8551200153,189278.29664980154,379157.63086693763,143562.2605633636,Moscow,IT,4,171963.3882719559,1
0000000816,1805332.1196247246,-16818.28576913732,1985512.648134809,1913842.9517567386,992582.1774266273,1602501.2510647154,71669.6963780704,Ekaterinburg,Construction,4,11965.66332981299,1
0000000817,3288933.1817025603,106312.44028246077,5811711.83379985,5372438.514981095,1271935.2478958187,3709257.8449573615,439273.31881875545,SPB,Services,14,125464.86356313087,1
0000000818,15041212.714855623,1586386.9635180864,26330826.56040232,6957690.749558059,13223489.264102517,2763551.505677114,19373135.81084426,Moscow,IT,21,113348.18534487335,0
0000000819,3545160.128421221,-1204233.197209821,3898370.3331272677,4592759.665956706,1676344.3528434727,4077556.5171287786,-694389.3328294381,Moscow,Services,3,145975.90389373916,1
0000000820,1853285.070542787,-645866.4174393003,3099172.0715332646,2738108.091963845,914566.5799215077,2299997.2087518983,361063.97956941975,Ekaterinburg,IT,13,112292.9955103223,1
0000000821,2177259.621645365,-1009028.7165418402,659043.1965926937,633766.406362499,199836.82322454095,569662.6820733213,25276.79023019469,Novosibirsk,Manufacturing,3,95914.7584784205,1
0000000822,38882770.972328484,6382087.187433422,93387162.36355007,24275537.08545979,53375304.83499621,9129853.313334491,69111625.27809027,SPB,IT,17,448133.36598741764,0
0000000823,35049603.650718875,1763551.7990916243,93889757.8543324,19918884.133122806,57631986.37506053,6252088.693567915,73970873.7212096,Novosibirsk,Construction,10,522342.28337872546,0
0000000824,1595655.325960105,284253.3027946226,2449035.960693265,754360.3501276022,1131579.8408490953,374318.828394539,1694675.6105656626,Moscow,Trade,12,220676.32457841642,0
0000000825,3400232.255404569,-1485030.9842823271,5036407.834258439,4637391.596435883,2435080.2000202313,2581378.713144094,399016.23782255594,Moscow,Construction,9,47586.64147985135,1
0000000826,4517280.670393671,-1586872.0058398033,7525884.552848172,9014520.328545589,2075630.6861047638,6082194.83303666,-1488635.7756974166,Moscow_region,Trade,11,126157.83248869266,1
0000000827,3259605.1242812364,197144.62504014172,9027605.6169281,4410013.899752503,5444837.017190629,2014370.1902219849,4617591.717175597,Ekaterinburg,Construction,23,197865.59312351127,0
0000000828,46425678.229078114,10976273.755992187,106847122.21940094,54097267.30592053,45671256.12383077,24568963.710591506,52749854.913480416,Novosibirsk,IT,16,937540.6341415431,0
0000000829,4503221.050623007,79367.34214240732,7991915.663522951,6743378.796531486,2396984.4113831604,4522233.0861693015,1248536.866991465,Moscow,Services,1,42327.12063366,1
0000000830,15811549.105732035,1678034.1056932248,46336919.02618105,12109965.241007265,28728814.388228,3634480.149556327,34226953.78517379,Ekaterinburg,Trade,23,392154.0455531019,0
0000000831,32758149.846482135,6306608.228543069,72725592.02019575,23834122.060677648,34592707.50986415,13985282.225720853,48891469.959518105,Ekaterinburg,Construction,20,300331.79584481404,0
0000000832,21507256.394589264,1749671.0011673816,33680689.16024107,13976366.975419596,13699664.041162191,6055035.994292249,19704322.18482147,Ekaterinburg,Trade,6,422091.8167087715,0
0000000833,188356.84814362705,-36470.37389116197,308621.3851522317,299568.8074271515,91712.60525504759,166110.97143192746,9052.57772508025,SPB,IT,4,191615.3082210187,1
0000000834,4103092.668231885,-1763644.3932778947,7224995.527174813,7206328.717649605,2171824.2791417963,5954892.8223950155,18666.809525207616,Ekaterinburg,IT,14,170684.63052617817,1
0000000835,4802168.1535696825,-1456937.9356618724,1978588.5108765406,1550279.1717574424,985038.801515993,1124270.4815702755,428309.33911909815,Moscow_region,Construction,10,122804.09876077257,1
0000000836,2155000.374446461,66753.0430254573,3151759.4904096443,3454398.671619845,907147.1842771859,1836615.9063839957,-302639.18121020077,Moscow_region,Trade,4,180982.81323738763,1
0000000837,2275542.2502759486,-919114.8946566943,1451127.1955581873,1219461.8075649848,725265.9432317809,740462.8193312252,231665.38799320254,Ekaterinburg,Trade,5,42835.80977672594,1
0000000838,13863695.024345372,2823815.827267319,37605803.89066078,10853443.43049097,20271948.29739748,4787423.663633089,26752360.460169807,Ekaterinburg,Services,4,774659.1002320151,0
0000000839,146740.87472517023,-40854.1977967008,270342.67754049425,289308.9777665821,98094.49269326948,205946.8555617708,-18966.300226087857,Moscow,Services,9,79693.11817660107,1
0000000840,25105920.812864456,5035288.641324328,64225254.43846485,35436849.14668953,35087262.29898436,17335382.60907951,28788405.291775323,SPB,IT,11,513636.3130676624,0
0000000841,16800612.986797664,2263178.9138277755,32409920.4625621,18186848.220039,16799532.84272757,10809159.708117105,14223072.2425231,Ekaterinburg,Trade,17,661825.1152563469,0
0000000842,2953551.5298134326,125044.84816307388,4081598.111482426,4559372.809550422,1795612.652484602,2909720.8770793728,-477774.6980679962,Moscow_region,Manufacturing,10,63857.618360175045,1
0000000843,2222560.3934833305,293044.39842323813,2718153.310806535,1423200.8815538357,1739915.0949328786,622091.3319616795,1294952.4292526995,SPB,Services,17,892751.1868927369,0
0000000844,21197468.80706109,3377289.4561573705,39930216.247409016,15914569.764500454,19637692.013091676,9201198.52035299,24015646.48290856,Novosibirsk,Construction,3,732673.5536556859,0
0000000845,20931536.853730977,2000126.9930974958,41018395.52564858,14298411.175569542,21931449.788282823,6593723.702029709,26719984.350079037,SPB,Services,18,955658.0516427815,0
0000000846,140171.77354171476,-792.1869256157079,263930.1007832806,311572.2467639741,53821.40745143676,177185.0095480805,-47642.14598069346,Moscow_region,IT,7,57922.39550381758,1
0000000847,25865768.552822266,4117326.27771883,15148359.95775265,4061985.7674910706,8330260.406882415,1942369.2349493974,11086374.19026158,Ekaterinburg,IT,19,557039.1429878722,0
0000000848,4937350.828672592,-74450.4086448811,4793783.279484004,5001292.4763746355,1557872.5126712655,3798035.574179916,-207509.1968906317,SPB,Trade,7,52360.501625973186,1
0000000849,33085047.27959479,3399859.656428653,17540859.59000388,7149214.895030696,10204006.480449006,4209894.891820199,10391644.694973186,Novosibirsk,Services,14,917835.4184896791,0
0000000850,17817586.686497316,3127008.3940849705,43849442.38184101,20138237.78208983,27382316.431061536,11514885.252645105,23711204.599751182,Moscow_region,Construction,17,690355.530116011,0
0000000851,1518539.5390866261,-204594.11282851605,1556816.1986948722,1781869.0468712263,706121.4918876409,1265434.9290450716,-225052.84817635408,Moscow,IT,13,59115.10786292285,1
0000000852,37806473.82652427,3554309.511649948,55625718.607961774,30387823.594612636,34339241.41912732,12797628.35629105,25237895.01334914,SPB,IT,22,253053.24895806584,0
0000000853,8071612.594984314,1705374.8602415174,14332098.59080538,8469840.543207016,6943956.320119144,3762311.924494927,5862258.047598364,Ekaterinburg,Construction,4,125983.35865691706,0
0000000854,8435863.332663253,897838.3557284931,9137130.140421242,4510356.182259951,3739211.0988230794,2188599.93138767,4626773.958161291,Moscow_region,Trade,6,148647.4168053812,0
0000000855,30680555.679069612,2739667.175357286,34625319.79849585,9329060.35944086,23799734.038644057,5190551.4772249665,25296259.439054992,Moscow,Construction,6,415798.14524343587,0
0000000856,1340716.6600475512,-486799.5474750252,1747822.1109146737,1284752.413005629,363353.54663281114,776519.0895425737,463069.69790904457,Ekaterinburg,Services,9,42329.00181745821,1
0000000857,2115913.5656262813,44969.60030914564,1089334.1756687223,1292871.9825041853,293239.6010382925,1046126.8145944207,-203537.80683546304,Novosibirsk,IT,12,76736.32813383239,1
0000000858,33113342.509228688,5407035.876754062,55610241.88898855,22151104.700700108,34460075.012483574,7228611.513400199,33459137.18828844,SPB,IT,7,966391.7128361671,0
0000000859,1645765.2097929136,246974.60524966655,2812649.8010324533,740098.984442548,1769992.6445446953,331418.0267899901,2072550.8165899054,SPB,IT,8,506746.85977074096,0
0000000860,38509115.694729835,2237450.2702355282,31087560.219103344,8742699.75827325,16183735.486139376,4841037.990471821,22344860.460830092,Moscow,IT,16,639274.2199591557,0
0000000861,38091720.89534608,4297081.347128369,62813204.868787974,18512632.544850007,36946420.79569169,7228193.038450313,44300572.32393797,SPB,Services,10,717800.1711860612,0
0000000862,26945231.980658963,5884465.066128178,52773719.84465327,11854173.912222657,31486105.247319933,3585645.65745276,40919545.93243061,Ekaterinburg,Construction,20,946386.9562991281,0
0000000863,3938349.7904306403,-1206055.4482749566,3183018.1649248144,3119078.95154193,644592.0472922976,1662677.4830390217,63939.213382884394,Moscow_region,Manufacturing,4,149166.37953540863,1
0000000864,2251243.295504195,-1070050.6996658067,4196753.079334982,3924585.715924726,875858.26869177,3045197.627194663,272167.3634102559,Ekaterinburg,Services,12,93745.3970583201,1
0000000865,613336.4286120564,-153441.25512956583,432955.423778312,483949.95237464283,188411.75557799562,401519.7248140516,-50994.52859633084,Moscow_region,IT,11,142093.63459206978,1
0000000866,1816159.4102026762,7998.689036470838,958491.3385238531,992763.0624643838,192951.853593166,863565.3164774419,-34271.723940530675,SPB,Construction,11,39226.92565640808,1
0000000867,4672802.800463729,75226.89230910642,8663684.726069156,8431588.997642143,2658567.709777428,4240323.028954982,232095.72842701338,Novosibirsk,IT,6,142642.2155758695,1
0000000868,9145178.240040721,2009728.37104654,11390202.391119178,5005148.115188587,6274326.230589577,1579447.6794210677,6385054.275930591,Novosibirsk,Trade,3,121338.96351504826,0
0000000869,17257068.41897837,933647.4483004299,24313404.112297036,10031573.674680747,16084772.555092417,5078106.236372094,14281830.437616289,SPB,Manufacturing,14,576041.8198284432,0
0000000870,3907037.3031233535,-78709.03129571653,2604382.6058481606,1932196.8712161663,898169.0825111034,1363420.480259359,672185.7346319943,Moscow_region,IT,12,94318.88006364378,1
0000000871,287193.6404112162,-46419.62702172538,490432.9937446381,381924.8282758656,185530.56621304626,281648.25623810873,108508.16546877252,Novosibirsk,Services,6,171007.16563655494,1
0000000872,11757375.5718147,990734.1813547648,25501797.983370252,11317139.938416163,15124240.06300635,3693934.940156211,14184658.04495409,SPB,IT,10,419803.07696859585,0
0000000873,19808270.254507598,4411606.845476972,55921766.46147162,17972209.253205232,36862551.52333219,9605371.942017999,37949557.208266385,Novosibirsk,Trade,15,283462.7965765934,0
0000000874,41292677.27897652,2108603.8805533713,78953577.17461233,26503245.15045074,39224540.76077254,13078606.665275583,52450332.02416159,SPB,IT,7,253542.66262602518,0
0000000875,32097916.65376394,5806938.04274155,92610025.72787546,47237074.55929857,59371411.787268735,21704501.632930726,45372951.16857689,Moscow_region,Trade,18,592772.5520304233,0
0000000876,3077774.647976443,-871971.0884497607,2311508.117021959,1812489.161714752,943450.3961023657,1374155.8217279552,499018.95530720684,Novosibirsk,Construction,13,132316.41553923648,1
0000000877,3278605.708411874,-489840.22260003164,4068182.78481292,2870895.5751903355,1663692.116958348,1867278.4732679382,1197287.2096225843,Ekaterinburg,Trade,12,140764.32269377337,1
0000000878,32294822.723299343,6005615.582091573,61257582.183931366,27564497.54782799,26278069.620356485,16139830.735092118,33693084.63610338,Ekaterinburg,IT,15,978827.1721842249,0
0000000879,4576532.255873205,-965885.0728821908,7012837.587603773,6437954.258339047,2728066.567584657,4096022.051812765,574883.3292647256,Moscow,Services,1,86438.81142037852,1
0000000880,38153648.18043782,8985211.245477132,62789765.602722205,29120528.45593951,42341480.70681796,9523405.520419905,33669237.146782696,Moscow,Services,8,148585.97320300367,0
0000000881,1435532.9691954625,-29643.57724870171,1614237.9950965676,1376603.1620946259,573525.3303386837,898623.4277693594,237634.83300194168,Ekaterinburg,Manufacturing,4,163513.4809595439,1
0000000882,12589568.168021888,2040396.2834030823,6978990.543252526,2849020.8709544055,3611847.602085612,1347976.2789099698,4129969.6722981203,SPB,Trade,24,748932.0874392043,0
0000000883,16156471.261918407,3961794.8376615844,18451965.515074044,7056970.515002909,7546965.856936927,2958058.0436697775,11394995.000071134,SPB,Services,6,992114.4879676345,0
0000000884,16092909.621893814,2657098.7235849733,46291011.76306488,25166207.78831318,21687648.431860436,9211661.252047721,21124803.974751703,Ekaterinburg,IT,5,926373.951487378,0
0000000885,972299.5890321246,-45139.31802495808,748088.9325527446,871660.7527830311,231452.72900361192,734865.9393187341,-123571.82023028645,Ekaterinburg,Services,1,152819.15573597042,1
0000000886,1912994.5412038893,-177087.9574402849,3124146.210721342,3379209.614841399,1302092.646733576,1966030.0184556905,-255063.4041200569,Ekaterinburg,Manufacturing,7,151714.20528941328,1
0000000887,2261469.2040818348,-218249.85613363748,3081354.776235276,3472711.9977313206,1358069.9706650604,1793828.5246227714,-391357.22149604466,SPB,Construction,8,92264.8794695442,1
0000000888,35257134.26809147,5381789.8327701865,94498468.5978706,29821335.95772572,40244511.820966266,17325292.1128296,64677132.640144885,Novosibirsk,Services,6,782992.8673623895,0
0000000889,9824227.487319954,1180719.072619944,27766441.766756978,14434977.995289523,14711784.510608405,6465758.835318874,13331463.771467455,Moscow_region,Trade,20,551383.5986154331,0
0000000890,2856309.3837630516,-796418.646494676,3983465.338788416,3885100.2309517898,1096147.9752282596,2560636.8894951176,98365.107836626,Ekaterinburg,Trade,14,134914.42216371832,1
0000000891,3623972.3178547,-645987.548923844,5333562.342725803,6237892.427611284,1466727.6205208332,4454155.878875818,-904330.0848854808,Novosibirsk,Manufacturing,12,108954.96136737561,1
0000000892,2805889.172851848,-382903.9786312295,2382008.5926380963,2240605.3591797915,917564.6576941889,1483200.815767042,141403.23345830478,SPB,Manufacturing,10,123230.11065059672,1
0000000893,31830227.083316714,4264425.210043098,56352535.65616504,12689946.553626927,36642704.99184149,6793584.215336048,43662589.10253812,SPB,IT,12,522296.1250887281,0
0000000894,8870643.070822248,667313.2612785614,25118239.710572314,11101759.719377626,15016864.694242697,4668712.951255636,14016479.991194688,Moscow_region,Trade,11,152815.3144272712,0
0000000895,4120260.3217757437,-124960.67793775909,2442202.949642404,2040415.637503513,697708.0272015494,1241314.7849344949,401787.3121388911,Moscow_region,Trade,5,15755.713031128867,1
0000000896,10393712.245147461,1001662.0338512377,25930835.865258835,11027104.484082542,10417225.76735012,4728387.443669397,14903731.381176293,Moscow,Manufacturing,11,158248.00597231637,0
0000000897,49593054.47756731,4730045.830481393,63334062.572594374,37601197.77228318,41137211.66948803,16579863.354684358,25732864.800311193,Moscow,Services,22,851019.0246201984,0
0000000898,2735085.207250653,-1137321.1046552327,3171320.119550748,2875124.180862125,1468488.5328204806,1582532.0979647283,296195.9386886228,Moscow_region,Trade,8,100504.27576392957,1
0000000899,25305425.190854736,4741995.982573583,62751541.76090899,27184435.953173555,42211413.63760418,15837582.632827636,35567105.807735436,Moscow_region,Services,15,53579.3098230064,0
0000000900,27074976.789544806,6285699.160195628,70838584.97437143,17780477.083699323,30312476.02163274,8477379.448990418,53058107.89067211,Novosibirsk,Services,3,326815.16671969555,0
0000000901,2072796.047866797,-21419.43194856413,1974779.990398937,2109871.561322471,676920.3484195904,1158389.6669858943,-135091.57092353422,Moscow_region,Manufacturing,12,52470.28623728716,1
0000000902,854902.0990171751,-133509.76120021223,748632.2637891488,571386.1850981279,242814.60289685015,289077.72401635145,177246.07869102084,Novosibirsk,Construction,6,142740.76199207164,1
0000000903,22674772.010857068,1990252.6395776237,26563447.87878978,10990738.808854388,17260468.987892635,4622176.151191334,15572709.06993539,Moscow_region,Manufacturing,17,338947.49176119186,0
0000000904,8868358.582118435,1817762.361289307,7309883.306560024,2788731.476249164,4035633.320555575,1411703.2086635942,4521151.83031086,Moscow,Services,17,219729.6650721478,0
0000000905,14366638.879381297,1137886.374554371,17569618.302004576,5690906.993477456,9778640.558945678,2840396.236260359,11878711.30852712,Moscow,IT,16,733496.7197477121,0
0000000906,27288808.764922705,1493878.68244308,19087779.723383877,7008800.176301945,13034544.929380896,3619719.6198217385,12078979.547081932,Novosibirsk,Construction,18,854002.11214183,0
0000000907,4119435.506984969,-1144130.3029594396,2787011.451422626,2664415.540417006,1016290.7676418981,1905937.8307683093,122595.91100562038,Moscow,Construction,5,94513.04406116853,1
0000000908,4026942.373452273,76050.65507271304,1882357.5304682204,1567178.6551700956,656033.1922854363,1314257.6429803425,315178.87529812474,SPB,Manufacturing,8,22176.07164477258,1
0000000909,907196.6435498479,-278286.41323927586,680644.8191976915,595517.1482425125,280764.0921349538,385382.29584253934,85127.67095517903,Moscow_region,Trade,4,124412.06618388783,1
0000000910,1843644.9651003557,-668446.8233267101,2484439.8596745054,2358817.66266364,1234159.5931776334,1615659.6885271587,125622.19701086544,Moscow_region,Manufacturing,6,189037.17820122928,1
0000000911,40578875.77535962,7674907.283829523,97976102.09976234,36886086.11472924,60249706.27811046,15342698.057726957,61090015.985033095,Novosibirsk,Construction,7,735992.5739544868,0
0000000912,3506843.2514276425,-1090209.3007349037,5188715.353265959,5926050.878239881,1772646.8904542783,3870681.5033383653,-737335.5249739224,Moscow,Trade,11,124799.04117402779,1
0000000913,4295797.127429135,-1882372.6102356878,3828218.1698887665,4357318.009311025,997237.6771251557,2315029.2867471213,-529099.8394222585,Moscow_region,IT,10,107510.99093811488,1
0000000914,36883648.30981944,3235584.993167773,28905128.511625618,12101762.181907766,17712748.873310216,3812185.192504208,16803366.329717852,SPB,Construction,21,812545.204570623,0
0000000915,2948696.1303024166,-208083.5417833631,1845927.6515116664,1338357.10351885,852984.9794515028,709626.1091314942,507570.5479928164,Moscow_region,Services,10,117184.11931477932,1
